sub_str,num1,num2
KBGYDOULBLTLYBRXPDHK,1,82
FJATYDJKZWPPOSEFGNKI,8,55
URQTVBIULHPUCXQZGHAS,5,77
EMRNSXWTMYRARDKWNAVM,1,22
OEFYCXVTZXWVOAQYSWMA,8,62
FLSXZIHTRXCJSMDGQRVK,9,36
TZPBTRMYGHHMRCTQOYDM,9,37
CFTJRYQTMHUNMREXSLKF,10,77
ZUURLYQVLAIUCOIAIGWD,10,38
SWFLDZDXWZHPOZRKSECV,6,50
QKIQPXAZYPLPMDWZWAPY,9,68
IBOGIFNJXTJHUGTLTMAW,8,46
ZLHAECLWJMDTUEZCUWJQ,3,61
LUABVQQGVZQUZWRBXYFU,5,85
OVEWYYEJCJJUZZYNVMNT,7,71
TWKXISJSSPTKLHLUYSBZ,6,100
LANPORLRPAWJEZRHHPMH,3,67
YCMLRWFJAHXBWDVSCNDW,4,51
RPJYCPVHXEIBRUBSGUIX,2,21
RPCSWULPSNYLYJZETTYF,3,66
OIYCIBZWSLUGPKGDHESR,8,48
JBNUHRNKOKJIPBNWELLC,4,99
PPWMSSLRLOERJSXIIEXM,10,42
PRKLAEJFIVTBXAWSVPSF,9,22
KGJQXDAPMXFUSIRMYAXH,1,64
IDODNTHGICOZMUCNTZVP,2,73
UPAFIHYQKTTSUYXGJLUR,9,82
BXMNVMXAPFGQDPMAYCGX,6,19
OLNDUBMZJYXZZSRSDGTG,3,86
XLYRBMDRYYATGFDTUWPO,9,83
ESDCIRYKRIPBKNSDYUIK,9,51
IOCZCOQCDACGSMYANDSN,1,31
PEJYQCZAWKEICDZSTUCW,6,70
NRIQEQEFMWGCRAKCFWKV,5,84
PMGINDBQNAHSDYLZKHGE,3,85
OILIJPUHKGFIIXNVFIZE,6,46
AYLLKUHQOKYXOOHYRCEC,2,68
UFELYNRYRCGHXIBTNDGR,9,55
YJIWXPPWCROPPOBBKHGP,1,79
AAAUVLLDPZQLUEIIFXTD,8,18
MTSFTYFPRYRCMKXDDGKE,2,43
OMZHGNTVBKPEXHTBDLCQ,7,33
AAXUXQOIBVRAGXZJVIPW,4,82
HRETBQMPYAMTFIICCLDV,6,73
OLJSVBYLMVGUZHKVRVLL,6,66
GPZGSNCFNWZKQOULDKGH,7,51
HYSWBUTJLNBITMIHDMCO,7,74
VJMPNTHNIAXLGTNOKMOZ,4,86
JDPNKZBXVAQCOAIICJSV,10,79
BSYGCQWPTJOOVHTLTJUT,4,24
MJCUHIMJLCAXFVNROHOD,10,94
FDJRVMZMWQPHBUXFKWWA,8,54
LUSUHHXXDQPIIAWOUUOM,10,71
QOEUUFYBAOHYQXELRVJJ,10,22
GDSZXXBNBOAVRDUVLRXY,2,18
UNFEMIKQXNNXBJZKKHHW,4,90
DKUBQIRXHGZEMURGDPUN,4,93
CORUKHOGHNDBJQQIACJF,6,23
MNINUXWHSXEQOBSDFACC,6,55
VGCUTZGGRWPFSAHDHTLY,1,77
OFLSCLNVUDYLDFDFFJFO,10,29
ANBLBOAXBPPPKHQGFIBX,7,46
QMINIPOUOCCGUXOLZKZC,9,43
RDTOQNURHFFPQSKEEOTS,9,69
GQQLFBWSICAHJTKQUIJS,6,87
KOFFYBJMIGVXYBDJUUZQ,2,15
TIGAYGQOTXFJNMSRKSJH,9,98
CHKULXTMJEUXINUGYYVT,6,64
XJRQVSBRTTEIMBYQMKRZ,5,84
SZSBUFKACMQQWLPDQSTX,6,30
CERRSZIOVZGZSLXVNJHI,4,50
DTSJDFQKZUGVTWXWMDJT,8,67
ULSGTMLKUHMTSRDLWSEX,1,73
CHMTDEBGSKZKGVONYOVL,7,57
QXWINNBUGMGXZTXJCQJS,3,24
ERNDHUTLNDXLUCITQRKS,4,38
UJDGVICZZVJOFWILVEOM,8,54
OAVLRNBJRTTANGBLMEIQ,2,67
ZKJGTDBDPGGOAGJXISZZ,9,27
XUJNEKYHULVNXTPJZIKO,4,32
XRRPIQOVZCJWTBKWLJQC,2,30
RHJTPHMQSGPSEGGJSIJB,10,59
TYQMLZPMMYOSJLPNSOPI,3,24
AYOLPSYTRCDVNVVGTXDP,2,36
SBQHJQDJVRTLXCATYRSP,5,67
BQYHBKGKLPQVGJAVXQTD,9,28
FUKTLLXXMCTMJRHPTVHD,1,67
UTHMUCOOXTPZGXUSFDZB,3,100
XRQREMIYKVPGPOHSWGLO,1,64
TVZVOBACDGCCRSRFGQHN,5,77
LBTHNOZKULUWEIDTTZRJ,4,47
DTYSPCIXDCOXVVMDQMPT,6,58
DEQLQRKTDRPSNURRDIHP,7,86
CNGXWRWKMONTAEGWZDWH,2,85
UDCADIKDQWTZORBAALHO,9,73
BMRWFNEUABJXFGHTBUSD,6,44
JEVKWYWWHNVIOWZOCKYP,2,43
KHRAOFLYPNOURWXFGHKG,8,98
QRGTKZMNLZYZLBKOUUXX,5,60
ZNGFSBGIWDQMNFCGMPRZ,8,56
JXDMJXIXEZKBVEEBECFR,4,23
KSYPXXFXNLNDXWNDAGUW,2,70
RSRJZKYZCLKXLKUVJLBO,8,10
EINHNGMEDJHJBXWDOTFE,8,75
BNXGGWRWCSKOINMAYNNC,6,26
SQWFUDXSXWXLBFDZVNYY,7,27
ZSFIZMMAAZPYZYBBTNYV,6,31
QAMIFMYLNSJGVDXNDLJT,1,21
WPFYXPBXPVVQHQCKSYYO,6,74
TUJWWKSJXPPCLJWLKCQL,1,66
NVWRXLDVPBIKPCQHQLQS,6,65
IJAIRENBRFRWVKJUGNGC,8,44
AEXVUJVCPLAUIQQSHHGZ,9,52
WCMLXQKKNLBTAXBSSVRC,3,19
HGXNWZSQZEWJPJSOYLJJ,10,82
WGSHDJMGUSYVWAVGNKHM,5,32
IJOKKWQDGNDSCBUNFCJJ,8,15
WHTHXEMLTPSJSQPCZQTY,8,70
NUUHWHYPYYVDFOSNGKQS,5,31
AAEWGUABADNQKBHFERYP,1,54
AJXKVLSFWPEWHAGFEKAQ,8,59
TKUYDEWBQVLAFXEUQXOA,3,45
OFADHXGUDIPNNXMNSFZO,5,17
AKAERRXPPVRRJNHEYFWJ,6,61
KHKBZBOIFCFDTSPLTEOF,7,96
UGNRYTEASSRBUYLAMBVP,9,78
VAVRWMUVVUNNUXDNUKCW,4,26
GBGZYXMHOWDATDFFBLVS,6,32
WGDBYSFMJYZMNISHFBLG,10,89
QPTFDIRSDQXYTRVPBHCJ,8,23
KHVXWDHZUACRAHEPSTGY,8,51
ZJBEWMNUIMSEMQMYVOOC,5,42
LAPQREHEBGZZMHMZOVBF,8,21
BUNYRLMCKECFIYGEKRWN,8,28
VWMDPQUBMTPVTEUKSHSO,5,65
XTEEJAPCHJHRJEOXZOUJ,5,96
CUTNBQJJBWUIAOFDYMTD,10,77
PDFHDYQUBHWTVUAVAHBA,4,27
VMSAAVCPTYSYMWFEULWQ,1,70
GNSOCANTEQVUXOFFMWQH,9,44
XMRNWONMUJPJYQXDXBJO,8,23
NYSRXTVPNWKRPUYCXNFX,1,70
FWPUNMDLDMJRDQFBFAPI,9,83
KVZIYSYCERXQBYZJRAWL,5,91
YQJDJHNAASRYCHSETKNM,6,94
WWKEUQPBOUZSRAGEXYTD,6,21
UXQCKYRJBGXMTDIIKFTM,7,63
HDFLHPFPRGIGILLPVHCG,4,31
NARPUSVONAKFAYWWSLVO,3,90
TVUCGOUXLANUFZBLMDCL,6,91
LQNOJUBBPLMRPSYUBQRM,2,86
KDHNZFXJTMDDTHVESQAH,8,41
VOXEUHTDRMGNLRAWFUHU,2,30
KGKDDMZTSHFNSIZLEAJP,2,95
UPSBSYVMIWPBZHTZHPKE,5,34
LXIHBYIFNFVTJHQTNDFA,6,44
KWULPIOWRQITGTYLPZKD,7,38
MTLFHZNAINECKQNJGDVG,8,36
LQTMCBIBZCUQOOPDEKHD,7,38
SGNZZTOXFPSEYZDUXZSD,4,16
BBAHMOBKPSUHQOFJILVQ,1,99
AUWYUCDESJVRSDRQUSGR,1,35
HIHPJNKVNAFGDUGDQXIW,6,74
FNDUDJTFXRUABZOUEGQL,5,73
TKJQSXQKZBEUJLQMKHVJ,10,98
SJPNOGAXRVMZCTYYGJOY,4,87
IVMFTBMPOCOMCBFTGRTH,8,89
ROODYZVAHMZNYRMSVJSM,8,51
DYJXLYDVEOIDPMQVFVVZ,2,32
GFLRXCZSSUMIIEGCITAE,8,66
LJOEUAYRJAUGNBOWBAUU,8,100
ZISLOQBNHWSIFXSZOMLT,10,87
RRHXREIAYBXBAKOLLDKW,6,18
OBQJCUNNCTFZDMPVKRRC,7,29
NGLTWXJZGJWJOAEPGXMA,8,71
HMIZIQGZNDSGRXBBBFDO,1,17
UVSQCLXYSZOMHMVNYGYL,5,67
BHISBCUFHSOGVXYZBNAY,3,29
SOVUORIJPERJAMJDXNWN,9,10
QRSBVTYNDCLBAUYFDGUE,10,98
ENLVNJJFYYVZPLWZVPJE,7,40
LBQEBMLKRBGIPFDOWTDE,10,98
VZZOVBFKJHCWDTRGSYBP,3,69
VZFRVWLPPNNFNTBMMAOK,5,66
XPVOGJOPMUBLBIJFLOTZ,9,52
GWKCDSUFVBQDCHBLVCOV,4,63
KZJXOOEYGZQMUYMXGKSK,1,91
EQWHEZFQKCHAAVBOUAUI,1,85
RSUCPVVJGLOLMARIJURD,5,19
ATTNSNAMHNSEDIGUPSVW,4,65
ACOZSUAHXTNNMVNTVMZT,8,44
NLARFJOMNXWNXRVFPEVU,3,84
SOQETYOUYVEJCYJDCMSI,8,67
NGQNQKWDWTANYBYXLHHC,1,89
OVMEPNWGUKLUBKCJPFKA,2,14
TDXNMBAZBAPIDOHOIGMC,4,11
SDSUBSKJWCZISGZYBHZK,8,35
UHKMISPJPDPNWAKMSGLW,5,80
CXYWCBUZXJQYGMGXKKRZ,1,57
XYLVKMEZLOYWESBFSKLA,2,78
CYVXBBSBZFMQPJFJMANS,8,54
OILHXCASTILWZMVMQOWT,3,65
VXMYTCIVCEQTASGLCUBU,5,55
FPIBDUSSITZRHSTBPORB,7,98
ZIHTFPXKMZAHVXMPUQLI,7,43
ZAUXAUFBLATOIQDBCVBZ,3,54
RAOVKWATJRPTSPNKBMTI,2,92
TUWEYQAEIUNLNWMQYRIL,3,55
IPPNKJLMOXYZECVBVVJS,7,25
JRQTPVURAAUMGWBBJOHZ,8,27
QYQBVXPDQZGAOBQXPXDB,6,11
RFTCHWOYMAZLYNKDKHFR,7,84
DVCQBGCBEXDMRYGVEUYR,3,32
JKLQDAAQIWIQSDRRQZLP,8,19
JUZNUIGGXKMVHHKYGCDG,3,45
VNGYCUVRBQHJIOTPJIUY,10,69
ICNPSTKLRDHZWVDGWDYE,8,47
SCVSBDIEWRGVATUCJWUN,7,34
BHYJPOZJGMWGBNNANXZD,1,62
LUPPPJZNXAMRIZTCUYUL,3,70
AWXZUIVUEIWBYSIKZIAM,8,85
GSUWKNFGTVVHMUPNYZNE,7,37
VGJKARJKDCFYLOCUTVQA,10,68
XIBVAHQHUHJTHVQOHQQN,7,60
HODWIHEBUCKXHGMDHOET,5,18
VFPVGFHPSJOAXRFMVXLJ,2,90
PYGBMLVCSRPUMTRTBBDJ,3,57
SPTBLSJBKQSHPOYTVERJ,7,34
LSMNEFTHXSAPYFGJFXMD,6,88
LUOJRKDVGJYQPYYMSOYR,3,20
LOSKDRLVELWEQCONYEXN,8,41
ZAZUZCSYSKBRWGWGIAHQ,9,76
VFPXRAKLNELZYQPAJTQM,1,91
IWVRISSICKHRKHNYVOGN,4,42
VAIPXOEDZPRBKVMXXRTS,1,77
EHUXBFZYPFJEHLYLLNLE,5,43
GKYGXDFCRJXOYFQXPNOB,2,57
RJITMECDJQFQDEDBEBUS,8,74
MMEMMHWPFAYAMPDQCUVI,2,51
FKLUUBZGEJREFGWVEBGQ,7,38
GIRNYJHSJBNGCPEUAUIS,7,72
KGOSIMFYTRFCRVKLYKZS,7,18
BOZDHMQKTLDHEQLIEHCI,2,20
SDFHVJRXZCMNTQTLWHAW,8,62
FRTURNHIFAKIXGCNOGMW,6,65
TUNQZCFAYKCKHSMHWOOG,7,55
VQOPJXMMLMQKXUNMAXAB,2,49
WZIUXWDYPDPBGSHEOUHP,3,51
HHYCQMUQZSATYPUIUFKL,2,75
GZWYZSSWZHUZOWMIRZCM,3,50
ECPQNRRKIWLLDWQKIWZA,6,62
JYUKYEMVDYHHSUFMVIMB,5,65
YNBYCKKZVNSHAJGZYMHP,10,34
LPBQGNFVJUCRGGXGZCKP,3,82
YYHBRHUPQEBSHNZOJKSQ,7,84
VAKZIHSLVMASRLXAZINO,1,36
CDDFKWHLIDWAEOKXHIVV,1,61
WDSBYWLTDBHXATDJTDRU,5,11
KDGNHDQOBYLCREGLIILL,8,42
NIABKLBBPENPFGHWNWOC,7,91
TGVUHOAPYOVPVIBRLWGE,3,73
BLPZQMYTIUPDDAKWJVWA,1,46
XLBEXVWLEJNEGKDJOOWW,8,93
JOHHRPXXYIEOIZKDSOJO,1,30
FKYDETMLJHMDERWNBYOW,7,25
MYAADIOFSFNXMBVFPDQR,10,87
KQHAPQPSNSJSODRHZEYQ,2,44
PFCTRUJPRQVDCHSAFJLR,1,18
WYSBIEHHHMVUYQWECDFW,3,91
PJBIKRIJXPORYPTSEVQG,7,43
XFOWXFUDXONBOHJGUJVY,4,11
VFIYAMYGHCUAMVJOTHVM,5,29
CNBCEYOKLDTWMZXVGHPM,7,23
EYBVUHGTZFZKYELWXOJA,8,76
JSMZKGBJMDDDIIHOSFSR,8,86
MBOXYEQJCTCCZXHPDHBB,9,44
MXDJUUPZZTFNGCGJZMIF,1,53
DKCOBOMKYXRGORSINMVH,4,71
EVOTKZFADTCGOOIMXZQR,2,65
BIIQYNJJXAZCIOBJWDOY,10,10
ORKODBJUKUFFPAMZYRBC,2,89
SLPABZGDUMWEVHWNMJXN,1,52
WFUCYVRSVESLLSXZSSUZ,2,77
TTKERLKHRIRLBUSOZPXZ,1,30
KHPRDRTVUYNRJFYCCIJP,9,88
CEJOYUHHNFOIPLMVRZYS,5,60
AVAWJIARIVHMVBGHRZAK,2,79
WYDZJEYYGMQCUGGCPVBS,4,57
GFKAQYKGTIHPWTAOKPTH,10,81
MUDHMJPYLQCSMNFIQLIZ,9,74
LZDVCZOHXKJYLNRZIZPD,3,92
RPYHZSQGSSDFBYRJRMYQ,5,89
HUJRPKIJDEWPQZRDZANV,8,12
YNOTGSAUJCGDWIKHGJDE,2,58
IARWTAWGGBAOWRGINCLQ,8,24
MQMKVKHUBAIPETZDOYXD,5,52
LEAGZVKUDLDHVHCDQSKK,9,99
QDHCSZFAXKDSILDNPAIX,7,82
KJRALYKERIEPMCFYUETK,9,38
GEOUXUFCXLMNFQRAMTPB,5,48
VAEROAGOJFFYPKLRQOUX,8,13
ENFBXUAIPUXAYKDXHCAJ,2,10
LQYXIKIKPBWIICREONNO,9,37
EIFNJARXTVRNWIRKBQRE,4,75
DKBEZLDQKNDIJOCBEMVN,10,84
OSGZIUOFUVPMPFXCHAEX,8,74
OCDWRTOJFOUCHTETIAVJ,6,24
YMXGYNLGPASGTEDBXDUS,9,48
UEZVYSUIJOZNMWYJNPLS,3,36
EDZZXNTYGKLJCLNSRCXU,5,81
SDFGYERIFWLHRJYZOTDG,1,32
MKJVAPQMDWKHBJEXXOTD,2,96
LMRLZXNHBNEYWAOWIAFK,5,30
EYXBTVMZUCDPPKLZKRXW,5,57
LNCSZXASUYUKDLBPBXXM,8,44
HECQVFGPEWKPKOTVLTRJ,2,84
IRNODDCZTACLJBRFZFEZ,7,63
SLMPEHGBMWQXTPDCNPON,2,21
UHHGMSCUQBBFJJHOLXXA,4,94
XRXWFLWUKQXIUWHQKMGP,4,47
HCVDOAROWUBUHEZEUDYZ,8,99
NBMGKOKBAUFYJGHOJZBI,7,88
FKBISEIUKGBFOTUTWQQT,4,100
MOEPZKTYYVJCPRKMZDZE,7,63
FPZPYISXJNNQHSDGRDJE,4,69
GZWDCHPSQWUJAXVBNLLU,1,73
GFRYPBWRUAZDEFGXVYWM,8,68
WTCTROIOUMHFFHUVGRGJ,3,21
SCCKWUREYSXAXZPAVFYT,4,45
WKZVHJMQADTCRSIWYKGB,1,68
FWJQAUMRUQEJCUXATOWP,2,41
RGGFXXMLCULCZPMNJMBT,4,97
XFIJUVPWJXYANIHRREIP,8,38
HIPLGRZJVSJYIIJOANMH,10,25
AUGFRXPUWFMRIBKMHAUI,4,22
LBOODCKOFFLIFVEZOGVB,3,92
VPJUWBOIHBBCDYLDZDLJ,10,88
PTTJNQWFVNGZBGIVUPLZ,7,92
AFACSAIIXIIRRLZESEZJ,5,16
HSJQSDKJLGSOFHQZBMPB,10,20
FDRCGOTGTXUXLJIFVRYU,2,87
WKHQWPOUARMVTBOFIIAS,1,90
BUHNITYTPDSWNIFMEJER,8,10
QLMHZPFVSYGBKNMPBTAD,6,26
HRSHTYVBSWBPYFJVLYQJ,6,38
OPRGKBZWKXIJFKTQZMJP,8,53
XBSVGYSLHODQLTUYIVIC,4,43
YTQIHIKJNWTRVVQWSYIK,4,79
WAKLJOSWKXDGVXUKVEQT,9,30
JFLNKXNTPGESUGYXILXZ,1,18
PTHWKJNFYZDYYUTTWDWF,5,49
MMINXYRSJLXUSWGOKVAI,6,91
VTWEYGMOHGXERXVWUTUB,2,29
ZFGCRCNLZGLQBFTFLTEW,8,80
YIJNVEHRJYTQYIUALEBY,1,49
JHHMIVOTWROWOGXNDOXR,3,65
NJTTYVDTBHFJIUOHNMMU,6,73
HXKQTYOCMFYQDRSAYWVA,8,54
NTHZBWNXNSRDIKWKQZUU,3,75
IEQEVEDPUOIPPBWBNARO,9,97
KGNJKPXICXKRBGVYRDSA,7,33
PXZPDCFZMUQBLNMETXWS,3,99
WKSEQHIQELKWCYKCWHUH,7,22
ESJCRSZNQQCFKDDJAWDT,5,74
IYYPMLPVZWLPBSAWWPTL,3,58
BXUEAVLMEAJGMFSRDSSJ,4,57
PRJOTHIVWABTKMAZAGSV,4,38
OKFPKFVQENKXGCYHCQOC,7,46
HCHVSRTBXHDENYZDURWQ,9,96
VMYXQMYAZSUNOKPIQCGH,4,48
ROHMYJQAWGWTFWANVVBM,5,74
NKLCAYRBEBEVYWKNBPTT,8,40
AGPHHDACFRTITXAVAIOV,6,94
HOTGZHXOPDJOCBFEFGJM,10,89
RKIQMVPAOVFDPGVXOQGM,8,66
PWVPIQHXJVIJVEUGCWCS,6,13
AWPPWNBMLLOLKVGBJZGH,1,24
YGRYSVZVOLCGWRCFWCPS,1,71
NCMQBJHNTIYAAOSWCBWS,5,32
TBLWXHGQUDABPKXOBTEI,3,93
XLCBLZQADJWDLXWBNZYJ,9,70
WYKABTQSKNBGSYTMXWIF,1,75
FDSCLCQMEXKSBLIOSSCA,4,84
OYFKWBYPBBDBZFZXAATA,10,37
BFODLTQCODMQEYZHJDGW,5,82
SCVONNHXCWADCJCKSEGO,8,46
TMLGSJFFQCFWOTURUCWO,10,60
JIWQXTRWEHDSRTWNKJOQ,10,21
FILBHKEUORFYXXLOZMTP,7,75
JBILQFUYRIVHXQQENJUG,10,40
OAZCEJTUPFWUTXRHNZCE,1,69
BBXHBLHCCIYBYQWARRJF,7,13
DKFYWYLYBLLYLRIXBUDF,3,92
TFAWZMZDLJUKCJSQSVAO,3,87
HTASGENVZMFSDRQMNIXH,5,80
MDLLYROVQILQXEHAZKRA,7,62
OYHNWYSLAYZDXLNSBGLQ,10,44
DTZLHAFLIRVWHZWZEYNW,7,54
DJDNQSWSYZGORYRDHLZS,2,62
VVCGLWJSJSAQFYOJRIZI,9,97
HSMNVZIYPZZPFNMEWLHJ,1,41
ZVVEZLRYJKLPHEPFHWJZ,6,57
GDLVDUXYFXGONVAOBEDS,5,78
KJEEUMIKRWQJKHDGYKXF,8,83
CVUVCPPJNXEREESSHPMQ,5,77
LQPOKCJXLOQMGZEUDYOQ,7,66
MAKTRRFFQSDFEWOTNNZT,10,56
MHKRXAYKUEVOGNBIORCL,1,95
ATLUEFZWWLXPINYMDMEC,8,22
IRQIMJYPWAXTKWWNBCZD,3,13
QSDMULRHKLQNGEBXPEIU,8,20
JNRAUUJRWOMHUSKKIWOF,1,87
ESYOGXSCLSDEVDRQBFPA,9,53
GBPUBJEYXAHAKIIYVQAP,7,98
KVUQMHILEOUIRACDNFHE,5,33
OMCKZIZFKKNZXVDYAHNX,4,42
BHRPDWCIVJYSYEHKEGGG,10,39
VUNLGDTZEUVRRQDRKGHH,3,10
SDZQQEGFODHMFEVVXUHD,1,21
SNHZKZHJJALJHCKYLFRU,2,16
IQTLUEVIOKWELKFNYNEI,4,67
WRRYUFKJXXCHZHGSHHUP,9,55
EXSVLCYOYAAUPUKMGGXC,2,42
JSBLBKOBEHICBTKYOYAO,9,53
WMKGTXAMPIHZMTAUROWZ,4,78
GFAGLIWYCLDACBRDHUJL,5,17
ATQAMYICHWYTHAKQEOQX,8,16
QLXMMXWMKIDUMQEVHGCA,7,46
ILGVJZXSDEWAKWCFRTYR,8,61
HOEZDMREGTYYLPMEBFWY,9,21
YEJDLQYAGTIBYDFSMYAU,6,55
OMVZTIIYRNHCDAOSIQYX,6,26
KNPQYWIRMYMMMEJWYGYN,2,53
FBFVYAUKHAJYIBNKYBYH,6,50
LDLMUKOPWJHNSHPRJDFT,2,79
AFSGXGNPYLKMJPDWEUQB,1,65
GRTRVKOVQAFHTEIJLBYK,7,95
TPDYIHYBWDGWMVCZTBUU,4,29
WCWCIAIFWWSVAROJTIOM,8,11
LUJTZRCVOIIAYMRPHWBP,9,21
QGRFLTDGSKRXOKUCXWVN,7,78
YJRPYDNQALTMTOORDXDV,3,54
AEAAWLRWYJBWVFZYDNDN,7,43
NZVPURWWBEQXTDUYTOFQ,3,51
HHKRYKUCLVUVOGRDYZEE,8,19
STDBMZOEBEOBEOLUEFWC,6,37
WPVFUKNPWJVYGQKHOXYK,4,42
WOCDTBZLMRTOVFZNUAHO,5,63
OTXELWCPVIUGOPEPDYQS,1,54
JRBQVBPEYRFOLEVNYKXS,6,86
UIIPAJEGYTPTRHQBHTDX,6,96
GYVFIUVLQTOPHQZQGARQ,5,30
TGVKAULVTAZMEBEOQTZO,4,77
FVEZIUIWNTODSOAEHRHS,5,79
PFISBCEDSJXZNXYERJZH,9,45
VGXCYUXFLXECJBVZOOEQ,10,85
SARPWTCGVZQDXQRJTJPG,9,36
XYDKWGSWAQMCQGHKZYNP,9,36
HQUCGRZGNPNGJGYKIPYY,5,15
IFTOIKFJEWDDJDGLKJIT,8,48
MYKNENPENIVRVXHGUVOO,7,20
ORBAYRYIZHBWGVRBFSAT,10,61
UVNXZIOWVCXNFRMTISEA,5,91
TVCZZSHEXXMSFSZKDPOQ,7,24
RUVZTLSKBHUDZBSFCWVM,4,29
FVBGMJNCJWKELXAXHJIN,2,35
GFNYJENSKCNGFCNEQYWJ,4,32
RXZSGFYDTGVUHLFZRAEY,3,53
RBMWUOHXWXAPAFQIKXYQ,9,34
FRIVXBLMXAEWBWMQDKOA,9,98
ORWEDFRVSTGLKOJTSYPA,2,90
QSGKOGYBYPVYTMLCTROA,2,30
YIGKBMXTSLIPDYVOJFBP,5,93
GRGYJXKEMRQOGESZDDGE,3,83
LNWCGWVYQLZGRJQNVDCN,4,30
CKAKIZBLAUFLQKWJNPHZ,8,56
IZYJJGKKNDQNFLLWBPGL,4,13
LSSMOUVNWQKVDIPWJTXM,1,23
KFCHLNBPEIPWZYPTGDMY,7,71
ZJQDILHSJRCDNDYTICVL,5,64
PJLERUZIODUCJOQEJYZX,6,39
WYXQDTYLFIZFKQXFVFVG,9,43
SKFUXQBAOGIKJWAZNAUY,3,28
XJXUUFYBKMWATZELPTEX,4,54
QJMSYOBXSFCGIWWEKNAT,4,20
ARKFYWSRCONHUBCRQKFR,7,42
QCPBPJWWLRJDSOMQJFST,1,73
ECWHCBGOJGFBFIDDQACN,5,71
IAFNWCWMRNKSJZTVTKZL,10,17
AHTPPIMSLGDDEGKGSVRP,3,51
FYLUJHYEHJJXYZWVOYHP,4,35
IQCNGUOBBXUMOKTIASXD,6,75
LPERFJIPSUSNUIEPKRKK,4,53
FSZJJQYCZMRTBOFERAWY,4,51
ICBTQCLMJFAFSOJBKEQF,2,29
UOCOOFQYLWCSKTZSECSK,2,78
IAANHPQJCVDDZVNEJKWW,4,39
JPVSPWHNQGVICYMXSZYD,9,54
PRYFEMGMIYGEWSODFUNH,3,75
MJLZYGNWANXPDQPIXSJP,6,88
XEEHFXQHMXTKOGVLCTYS,10,35
RGRZTGDRPARMJQIZKESU,7,68
UREZTUIYWUTNJQMFSMNO,5,69
QVZJAUELNLPHAOJVGKZZ,2,25
NTYKKHXXUUFQWMDMUSJT,8,38
ALUAYWDRNCFUVGMTVKMQ,6,98
SEJORSDERUGYWWMGMQSV,9,45
JYFBGWJAZUCEZHODLJVR,3,56
HGVOKICHGTTFDFLIVUTU,10,77
MGWIKYRMMTAFSUHAGQYT,10,80
YOCMOTUWPSQXBEDNFBVA,5,69
JQWZHTCSHOBWUZQIMMHT,3,58
JZWXDUFMIWKVPNNJIRZR,2,82
APUXIMIEYVKZDYEWAMXW,9,44
PERKKAKDEODZBJTCYMBJ,6,93
IVDBBXEPNBHWFTETPGBF,7,23
CUKFBLCRWGPNLOVTDCMO,2,28
OVOMNJQXKNUIHKUASNFT,4,90
IDNYNUXIPHGWSXANDBKI,8,92
OSDUKXRLDAYMVOQDMXAQ,3,46
RHAHCUJZHXSCGJTAJDTB,5,36
DXTQKIJWTIVCQJAVXVQH,8,34
RUVLTTYKBSKGLADGDSWQ,10,83
BNRUZHJTHKHBSUONPBOF,9,38
WUWNTOOGHMKJFQXTCTLJ,1,87
CEBYVDHOMVHCKJKAELDA,4,98
UXOMYICZAMTNIARLWKRZ,1,92
KRBGDLIIVKNJQSCCYVWN,6,66
XMLHWXHVOVLQEPCUSKIH,10,77
CGZYHQEFDTEFABQWSAGD,2,66
WOSENJJLEVUNNXNXDSWP,9,73
CRTAORSQKYIRSGJXYVLN,8,63
ETTAOQSDUGAJQLTBDSNW,8,17
TNKRASEFKEUFHDWJXGKD,5,21
PSEKPPVEZGVWDSNZEESH,9,35
LRVHECHZUMANLYREFZZF,5,48
QRGDXZWPJTWZPYVNXYXJ,7,26
YAQVDMJICMLDZSXXPFTM,7,14
IVXSVTYFWTHWAUSEBPOT,1,17
MMCJEWCNYRLULGOEDOHU,4,42
KERVXIUAEDIFVTHLBOYQ,7,67
ICVKYPKIKQLJKCJMGNFQ,10,20
EFGFGAPTONSPTGLPQJSS,9,29
YUGHQAGWXXZGMOHPAITU,8,25
KAGBDDFANCBIMAEMDVCK,4,67
WMJQGGIWAYOAPKAHTPVZ,10,56
GGANQREMBNMLJQEAWGHH,6,61
TJAQOWLSJGYTHJWPBWYJ,6,36
BMFCQRONKKGKYONVJPMU,6,100
AXQTYJMNGLBEVIUBFOPX,8,49
OSBIKROPSAWPEOTOZLDU,8,75
OAGBSHKYROJKXAICEZUN,10,75
GHCLYOABCACNZBBFSMAQ,3,94
VDMFJJKTIAXPXLMURPSY,7,91
KPGQUYAAVTOHZNMGCBOL,1,12
PXAGCCBIPOSXUSPTFFZY,10,88
HGPQTCAMCSCHUTUOKWQU,6,51
WLGDEGIMBJBGIATALLSU,9,57
KZIVIJJBTOVKRBYQMDAV,7,59
TDHVBONXAEOAOIVILHGX,8,86
UIPMYQRMBTIMTNNBBAIE,8,46
UNTBNULIVBQBLUXXUTTH,2,100
HCEYQCHYTXBKIQRIBCSD,9,56
UTUHUNARDEUVEGRKKCSJ,10,26
VEKUSUZNUTHYXPOVRPUV,8,82
VKEVXOMTOOJFHMZLWOHO,9,47
JXVDUVXWRAPNLQKWVOSW,2,37
WTIYJRYEUHYCBLFNTKXO,10,88
EDHKVLVLIMDLRHLFBPWO,4,48
